criticality_tier,life_support,device_type_encoded,ward_encoded,protocol_encoded,packet_size,packet_rate,packets_per_sec,unique_ports,failed_connections,bytes_sent,bytes_received,flow_duration,hour_of_day,day_of_week,is_night,is_weekend,attack_type_encoded,attack_severity,network_anomaly_score,behavioral_anomaly_score,time_anomaly_score
4,0,1,4,1,286,31,0.52,1,0,8866,2847,47.79,23,0,1,0,6,0,0.024072,0.072499,0.064457
7,0,4,0,1,183,21,0.35,1,1,3843,1172,15.1,15,3,0,0,6,0,0.073352,0.012823,0.09961
9,1,0,0,3,354,49,0.82,1,1,17346,7509,11.58,7,2,0,0,6,0,0.173882,0.017618,0.063749
7,0,2,5,4,1424,1524,25.4,28,189,2170176,1401562,37.4,17,1,0,0,2,41,0.897222,0.629724,0.493883
7,0,2,5,4,1464,1141,19.02,7,61,1670424,1078625,56.85,4,6,1,1,2,40,0.712436,0.514987,0.398783
8,0,4,3,3,1145,897,14.95,30,177,1027065,700947,31.34,11,6,0,1,7,28,0.660065,0.676485,0.401273
6,0,2,2,4,1165,1184,19.73,6,30,1379360,459504,5.12,10,3,0,0,2,43,0.630958,0.896432,0.384499
5,0,4,5,1,470,39,0.65,1,2,18330,5973,10.2,18,2,0,0,6,0,0.161993,0.190728,0.058727
8,0,2,0,4,557,1468,24.47,36,198,817676,446234,14.31,2,5,1,1,3,45,0.93549,0.674634,0.165906
6,0,4,1,1,435,44,0.73,1,3,19140,10772,36.11,22,5,0,1,6,0,0.027365,0.10742,0.057686
8,0,2,0,4,433,42,0.7,1,3,18186,10841,11.76,7,2,0,0,6,0,0.081462,0.179211,0.078493
9,1,0,0,3,490,20,0.33,1,4,9800,3949,30.56,7,0,0,0,6,0,0.029662,0.065169,0.057363
5,0,4,5,1,1366,1784,29.73,30,56,2436944,926357,53.64,15,5,0,1,5,35,0.966764,0.801203,0.526343
10,1,3,3,3,319,9,0.15,1,1,2871,1610,39.08,10,3,0,0,6,0,0.014949,0.198097,0.033036
6,0,4,1,3,139,40,0.67,1,1,5560,2268,34.59,2,3,1,0,6,0,0.144376,0.167448,0.086835
5,0,4,4,3,1250,643,10.72,36,180,803750,466751,35.26,22,2,0,0,1,42,0.618286,0.514462,0.211193
6,0,4,1,3,1154,955,15.92,41,163,1102070,390903,51.94,8,0,0,0,3,45,0.876073,0.678063,0.514273
7,0,3,1,0,491,7,0.12,1,2,3437,2256,17.23,21,2,0,0,6,0,0.094628,0.196616,0.058983
9,1,3,0,3,702,293,4.88,30,43,205686,129182,59.34,4,3,1,0,4,38,0.708369,0.626548,0.196716
9,1,0,3,3,326,15,0.25,1,2,4890,3386,47.61,15,2,0,0,6,0,0.114622,0.150086,0.02487
5,0,1,1,1,288,24,0.4,1,1,6912,2369,25.59,6,1,0,0,6,0,0.179859,0.172016,0.032764
8,0,2,0,4,595,829,13.82,24,173,493255,320701,31.68,18,4,0,0,7,28,0.652788,0.557509,0.302536
5,0,1,1,1,191,41,0.68,1,4,7831,5128,39.91,10,3,0,0,6,0,0.101193,0.08635,0.005604
5,0,4,5,1,1704,820,13.67,3,119,1397280,665387,44.9,19,0,0,0,8,25,0.628677,0.934953,0.269634
9,1,0,0,3,1721,500,8.33,26,84,860500,596246,39.13,14,4,0,0,2,38,0.613688,0.659793,0.276391
5,0,1,1,1,486,42,0.7,1,5,20412,13082,32.21,4,1,1,0,6,0,0.002216,0.149808,0.029599
8,0,2,0,4,209,32,0.53,1,2,6688,2222,56.62,8,0,0,0,6,0,0.1543,0.173918,0.06712
5,0,4,5,1,1518,723,12.05,26,94,1097514,433857,55.09,0,6,1,1,3,45,0.937011,0.518846,0.584387
6,0,2,2,4,361,32,0.53,1,4,11552,7485,31.56,3,2,1,0,6,0,0.001445,0.004853,0.0642
5,0,4,5,1,1029,207,3.45,22,116,213003,106134,52.57,12,2,0,0,3,45,0.634751,0.688262,0.217048
7,0,4,0,1,501,41,0.68,1,4,20541,10714,38.83,15,6,0,1,6,0,0.039709,0.178138,0.033436
8,0,2,0,4,367,33,0.55,1,5,12111,7434,50.48,12,2,0,0,6,0,0.037426,0.186904,0.008187
10,1,3,3,3,1183,1657,27.62,29,52,1960231,1170325,33.82,9,1,0,0,2,45,0.952611,0.580694,0.499959
6,0,4,1,1,1128,493,8.22,16,65,556104,295604,24.61,7,3,0,0,4,38,0.720525,0.777694,0.373402
9,1,0,0,3,345,38,0.63,1,1,13110,4248,15.69,21,3,0,0,6,0,0.021069,0.101864,0.042065
7,0,3,1,0,910,884,14.73,38,191,804440,442943,57.55,18,3,0,0,1,42,0.970199,0.55749,0.222975
5,0,3,2,0,215,23,0.38,1,4,4945,1613,32.87,9,3,0,0,6,0,0.133676,0.050505,0.086208
5,0,1,1,1,283,24,0.4,1,0,6792,2690,30.8,7,5,0,1,6,0,0.116499,0.172353,0.062118
7,0,4,0,1,310,26,0.43,1,2,8060,2461,11.15,12,0,0,0,6,0,0.171196,0.021418,0.089889
4,0,4,2,2,1266,1301,21.68,4,20,1647066,556100,22.88,9,5,0,1,5,39,0.964529,0.517653,0.209916
5,0,3,2,0,140,50,0.83,1,2,7000,2929,40.92,5,5,1,1,6,0,0.159093,0.027797,0.002752
9,1,0,3,3,495,33,0.55,1,2,16335,9322,54.41,1,5,1,1,6,0,0.045878,0.175912,0.068537
9,1,0,3,3,915,721,12.02,14,200,659715,275602,28.63,3,6,1,1,4,38,0.780586,0.813897,0.458498
5,0,3,2,0,1718,315,5.25,3,106,541170,164226,10.07,10,3,0,0,2,40,0.744083,0.8555,0.352144
4,0,4,2,2,771,265,4.42,11,119,204315,63556,12.01,17,0,0,0,1,42,0.677121,0.548222,0.284731
6,0,4,1,3,1155,314,5.23,20,91,362670,138592,17.0,20,4,0,0,3,45,0.732577,0.892257,0.551218
7,0,2,1,4,352,36,0.6,1,1,12672,8252,55.84,0,4,1,0,6,0,0.169036,0.029617,0.077983
6,0,4,1,1,196,50,0.83,1,4,9800,3201,40.18,8,4,0,0,6,0,0.063735,0.178358,0.080447
9,1,0,0,3,768,1897,31.62,5,173,1456896,474170,13.64,23,2,1,0,2,39,0.704305,0.558001,0.417226
5,0,1,1,1,177,6,0.1,1,1,1062,515,1.77,15,5,0,1,6,0,0.165271,0.105384,0.050888
9,1,0,0,3,499,6,0.1,1,2,2994,1624,15.25,1,5,1,1,6,0,0.024746,0.111362,0.087478
4,0,1,4,1,817,271,4.52,27,134,221407,117110,7.86,22,5,0,1,8,30,0.795741,0.90889,0.276756
4,0,1,4,1,1265,1208,20.13,28,196,1528120,1017170,58.49,19,5,0,1,4,36,0.903075,0.905903,0.285261
6,0,2,2,4,492,20,0.33,1,1,9840,5500,3.62,14,3,0,0,6,0,0.007576,0.14911,0.069053
6,0,4,1,1,520,608,10.13,16,90,316160,119821,36.05,22,2,0,0,3,45,0.725776,0.894837,0.420217
5,0,4,4,3,506,17,0.28,1,0,8602,5779,20.99,23,0,1,0,6,0,0.133102,0.146548,0.043194
5,0,4,5,1,598,1575,26.25,34,107,941850,499383,42.62,0,0,1,0,7,28,0.881483,0.624643,0.188287
6,0,4,1,3,375,16,0.27,1,5,6000,1989,5.87,20,5,0,1,6,0,0.116269,0.065333,0.056494
5,0,4,5,1,1959,1714,28.57,3,188,3357726,1976039,35.53,18,1,0,0,2,40,0.643818,0.835741,0.483191
6,0,2,2,4,1005,1614,26.9,6,97,1622070,1128931,40.12,11,1,0,0,5,35,0.773252,0.643258,0.302816
8,0,2,0,4,499,33,0.55,1,2,16467,6100,8.52,3,3,1,0,6,0,0.071642,0.079507,0.038121
5,0,4,4,3,802,1327,22.12,4,175,1064254,656621,42.55,7,2,0,0,2,40,0.967765,0.689953,0.428115
5,0,4,4,3,192,34,0.57,1,0,6528,2000,22.02,6,0,0,0,6,0,0.185652,0.175405,0.098692
4,0,1,4,1,381,5,0.08,1,1,1905,827,29.0,17,2,0,0,6,0,0.007064,0.080434,0.081946
7,0,2,5,4,263,15,0.25,1,1,3945,1722,34.88,11,5,0,1,6,0,0.123099,0.081766,0.093385
6,0,2,2,4,1838,1095,18.25,12,13,2012610,1282088,32.17,11,1,0,0,7,28,0.695756,0.879561,0.363024
9,1,0,0,3,188,14,0.23,1,1,2632,1290,13.09,14,1,0,0,6,0,0.174622,0.002185,0.053743
6,0,4,1,3,674,1054,17.57,42,14,710396,418004,8.49,10,0,0,0,5,36,0.952243,0.650646,0.334755
6,0,4,1,1,1315,402,6.7,50,70,528630,327757,59.99,6,4,0,0,5,35,0.64755,0.793736,0.523045
6,0,4,1,1,195,31,0.52,1,0,6045,2359,59.46,22,5,0,1,6,0,0.173862,0.154192,0.09112
10,1,0,3,3,303,6,0.1,1,5,1818,1045,12.7,0,0,1,0,6,0,0.066296,0.106962,0.02498
5,0,4,4,3,264,39,0.65,1,0,10296,4111,41.46,17,5,0,1,6,0,0.009594,0.153302,0.058958
9,1,3,0,3,1487,373,6.22,30,92,554651,212091,31.89,13,1,0,0,8,25,0.818077,0.537245,0.517125
10,1,3,3,3,396,44,0.73,1,2,17424,8862,33.52,12,6,0,1,6,0,0.046064,0.085493,0.090125
7,0,3,1,0,305,47,0.78,1,0,14335,8349,35.91,22,5,0,1,6,0,0.162924,0.008158,0.096748
9,1,3,0,3,129,44,0.73,1,2,5676,2392,33.66,19,1,0,0,6,0,0.071474,0.001143,0.002663
6,0,4,1,1,269,41,0.68,1,1,11029,4811,25.04,10,0,0,0,6,0,0.120184,0.047123,0.065781
10,1,3,3,3,476,26,0.43,1,3,12376,5606,52.51,3,4,1,0,6,0,0.061446,0.033586,0.038883
8,0,2,0,4,424,7,0.12,1,1,2968,925,8.75,12,4,0,0,6,0,0.000291,0.042985,0.02033
7,0,4,0,1,1524,1204,20.07,6,138,1834896,736032,54.58,19,1,0,0,4,38,0.935193,0.777067,0.597445
8,0,2,0,4,294,34,0.57,1,4,9996,4865,50.02,1,5,1,1,6,0,0.11909,0.026321,0.086961
6,0,4,1,1,1259,1950,32.5,36,107,2455050,1337567,52.67,15,1,0,0,5,35,0.920504,0.748359,0.320533
5,0,3,2,0,1809,1804,30.07,40,43,3263436,1531189,18.09,9,3,0,0,2,40,0.923263,0.572791,0.216673
5,0,3,4,0,1172,928,15.47,22,147,1087616,757102,30.34,19,0,0,0,5,30,0.681681,0.839154,0.258077
7,0,2,1,4,511,264,4.4,22,188,134904,52487,59.92,21,4,0,0,4,38,0.808881,0.807753,0.322693
8,0,2,0,4,275,8,0.13,1,3,2200,1006,16.72,0,5,1,1,6,0,0.035099,0.08455,0.052216
6,0,4,1,3,1205,1368,22.8,41,16,1648440,894970,46.99,23,0,1,0,0,30,0.667611,0.708948,0.269337
5,0,3,4,0,273,17,0.28,1,4,4641,2282,26.23,13,4,0,0,6,0,0.074123,0.058205,0.039569
6,0,2,2,4,461,47,0.78,1,1,21667,12015,57.56,8,0,0,0,6,0,0.038584,0.133264,0.052527
8,0,4,3,3,175,47,0.78,1,3,8225,2991,19.8,2,2,1,0,6,0,0.043986,0.104568,0.058021
6,0,2,2,4,284,7,0.12,1,3,1988,866,40.03,3,6,1,1,6,0,0.150747,0.112398,0.061914
9,1,0,0,3,752,200,3.33,34,27,150400,83335,10.99,19,6,0,1,4,38,0.924355,0.502517,0.553457
9,1,3,0,3,1442,278,4.63,15,193,400876,206107,38.74,3,6,1,1,7,28,0.915432,0.796639,0.585632
7,0,4,0,1,484,17,0.28,1,3,8228,4162,25.52,16,3,0,0,6,0,0.131305,0.130374,0.060153
6,0,4,1,3,134,20,0.33,1,0,2680,899,45.94,4,1,1,0,6,0,0.136522,0.027874,0.030493
6,0,2,2,4,628,1867,31.12,34,76,1172476,780924,58.61,4,1,1,0,8,25,0.718215,0.707621,0.384332
7,0,3,1,0,623,773,12.88,16,83,481579,302551,13.84,13,6,0,1,2,34,0.73938,0.915632,0.291274
5,0,1,1,1,365,20,0.33,1,1,7300,4285,31.83,7,5,0,1,6,0,0.165184,0.109924,0.066438
7,0,3,1,0,418,29,0.48,1,5,12122,6449,59.92,15,1,0,0,6,0,0.070798,0.110456,0.034298
6,0,2,2,4,341,32,0.53,1,5,10912,7604,39.14,3,2,1,0,6,0,0.003946,0.127337,0.078711
8,0,2,0,4,445,50,0.83,1,1,22250,13044,56.4,3,1,1,0,6,0,0.159728,0.090542,0.021935
4,0,1,4,1,457,39,0.65,1,2,17823,8948,8.75,4,6,1,1,6,0,0.137201,0.091692,0.015064
8,0,4,3,3,199,43,0.72,1,4,8557,5779,3.21,4,3,1,0,6,0,0.141784,0.11174,0.089968
10,1,0,3,3,201,29,0.48,1,1,5829,1782,29.57,10,1,0,0,6,0,0.013945,0.091844,0.038718
5,0,3,4,0,614,442,7.37,37,191,271388,133522,40.73,8,6,0,1,1,42,0.869866,0.558408,0.236882
9,1,0,3,3,442,43,0.72,1,3,19006,5721,55.27,3,3,1,0,6,0,0.056388,0.087619,0.088589
4,0,4,2,2,256,25,0.42,1,1,6400,4261,30.48,10,1,0,0,6,0,0.191368,0.000174,0.011618
8,0,2,0,4,343,36,0.6,1,3,12348,7470,43.47,19,1,0,0,6,0,0.061094,0.03126,0.014205
6,0,2,2,4,985,922,15.37,50,64,908170,455116,32.75,22,5,0,1,0,30,0.691384,0.920429,0.286833
9,1,0,0,3,972,736,12.27,8,58,715392,322391,26.11,17,4,0,0,8,25,0.807384,0.743973,0.451291
6,0,2,2,4,229,23,0.38,1,5,5267,1901,54.48,6,2,0,0,6,0,0.036005,0.135474,0.066946
7,0,2,1,4,646,462,7.7,2,38,298452,91074,37.63,12,4,0,0,8,25,0.806062,0.860405,0.34739
10,1,3,3,3,274,41,0.68,1,4,11234,3650,48.28,22,0,0,0,6,0,0.032577,0.103139,0.061339
5,0,3,2,0,512,49,0.82,1,1,25088,11777,20.92,3,6,1,1,6,0,0.139111,0.001639,0.033377
8,0,2,0,4,469,44,0.73,1,1,20636,12335,40.42,14,5,0,1,6,0,0.142853,0.125199,0.070218
5,0,3,4,0,148,11,0.18,1,4,1628,1054,38.53,19,5,0,1,6,0,0.1876,0.05754,0.018973
6,0,4,1,3,731,1160,19.33,44,52,847960,381230,55.76,13,1,0,0,3,45,0.888369,0.732093,0.317123
9,1,3,0,3,407,29,0.48,1,0,11803,4164,40.94,0,6,1,1,6,0,0.003785,0.075587,0.0972
7,0,2,5,4,235,43,0.72,1,2,10105,6358,46.05,11,3,0,0,6,0,0.158832,0.137791,0.080346
5,0,4,5,1,281,27,0.45,1,5,7587,4511,8.24,3,0,1,0,6,0,0.050219,0.035638,0.040217
8,0,4,3,3,397,47,0.78,1,1,18659,8536,51.1,18,2,0,0,6,0,0.031259,0.110103,0.079352
5,0,3,2,0,1417,944,15.73,48,51,1337648,721224,6.69,19,1,0,0,1,42,0.873543,0.72682,0.220571
4,0,4,2,2,1879,768,12.8,12,97,1443072,665862,16.27,15,4,0,0,2,40,0.830683,0.947797,0.481729
6,0,4,1,3,448,28,0.47,1,0,12544,4855,41.38,22,2,0,0,6,0,0.0087,0.036842,0.085969
9,1,0,3,3,196,25,0.42,1,4,4900,3363,25.7,23,2,1,0,6,0,0.082136,0.035647,0.073715
9,1,0,0,3,144,34,0.57,1,1,4896,1835,5.41,22,1,0,0,6,0,0.094175,0.138693,0.004873
9,1,0,0,3,491,20,0.33,1,1,9820,3260,14.27,11,0,0,0,6,0,0.15584,0.043922,0.016526
7,0,3,1,0,358,35,0.58,1,4,12530,7917,33.03,9,5,0,1,6,0,0.166612,0.171189,0.055561
5,0,4,5,1,234,35,0.58,1,0,8190,3536,38.11,23,1,1,0,6,0,0.100194,0.047211,0.0206
8,0,2,0,4,140,46,0.77,1,5,6440,4331,11.97,6,0,0,0,6,0,0.169637,0.096583,0.05668
4,0,1,4,1,739,1598,26.63,8,128,1180922,377004,55.55,9,1,0,0,7,28,0.886994,0.674685,0.285824
5,0,3,4,0,224,39,0.65,1,2,8736,3514,32.33,11,2,0,0,6,0,0.1748,0.02664,0.090953
7,0,4,0,1,234,16,0.27,1,4,3744,1402,24.69,13,2,0,0,6,0,0.10023,0.053927,0.031865
7,0,2,1,4,1552,1035,17.25,50,102,1606320,954113,45.84,17,1,0,0,8,25,0.671575,0.606728,0.228566
5,0,3,2,0,1405,947,15.78,5,85,1330535,423640,53.75,16,1,0,0,3,45,0.742019,0.696059,0.217213
5,0,4,5,1,254,16,0.27,1,3,4064,1985,7.78,11,2,0,0,6,0,0.16782,0.122198,0.087129
7,0,3,1,0,1663,1520,25.33,48,126,2527760,1317365,53.19,0,6,1,1,2,38,0.678373,0.720084,0.521353
9,1,3,0,3,845,1486,24.77,45,80,1255670,412332,6.71,0,2,1,0,5,35,0.84187,0.589585,0.431603
5,0,3,2,0,1635,999,16.65,6,185,1633365,1066257,12.38,6,4,0,0,2,40,0.907173,0.61355,0.290802
6,0,2,2,4,1383,565,9.42,15,106,781395,349638,21.27,6,3,0,0,0,30,0.74042,0.730952,0.50169
8,0,4,3,3,243,16,0.27,1,5,3888,1818,13.7,18,2,0,0,6,0,0.036463,0.035921,0.007492
8,0,4,3,3,439,17,0.28,1,1,7463,4462,34.06,22,2,0,0,6,0,0.07664,0.171151,0.05658
6,0,4,1,1,140,46,0.77,1,0,6440,3684,7.14,5,1,1,0,6,0,0.11311,0.17439,0.045032
9,1,3,0,3,1430,1827,30.45,12,69,2612610,1526866,51.09,4,6,1,1,1,42,0.671319,0.764596,0.179064
6,0,4,1,3,457,9,0.15,1,4,4113,2249,18.59,20,1,0,0,6,0,0.043227,0.147221,0.08642
10,1,0,3,3,302,29,0.48,1,1,8758,4913,27.16,21,4,0,0,6,0,0.023846,0.175156,0.082992
5,0,3,2,0,1251,1714,28.57,29,195,2144214,1489167,6.35,15,5,0,1,7,30,0.809739,0.640166,0.36523
10,1,0,3,3,1359,644,10.73,39,121,875196,313858,20.36,23,4,1,0,3,45,0.866946,0.878922,0.22024
5,0,4,5,1,1078,1497,24.95,6,165,1613766,868927,34.36,16,6,0,1,5,40,0.640963,0.945938,0.187391
8,0,4,3,3,998,522,8.7,35,134,520956,188566,32.41,0,1,1,0,3,45,0.706529,0.945189,0.436631
9,1,3,0,3,420,12,0.2,1,3,5040,3054,30.07,3,5,1,1,6,0,0.125516,0.036772,0.05269
5,0,4,5,1,1496,872,14.53,9,131,1304512,529870,0.24,3,6,1,1,5,35,0.752495,0.808561,0.194081
8,0,2,0,4,191,49,0.82,1,5,9359,4608,13.45,8,5,0,1,6,0,0.142988,0.11176,0.098811
7,0,2,5,4,232,18,0.3,1,0,4176,2890,14.48,6,6,0,1,6,0,0.149473,0.041633,0.095705
7,0,3,1,0,509,11,0.18,1,3,5599,3316,23.36,4,6,1,1,6,0,0.069448,0.161641,0.099337
8,0,2,0,4,508,45,0.75,1,5,22860,11846,46.46,5,6,1,1,6,0,0.090043,0.165297,0.010175
9,1,0,0,3,556,1666,27.77,14,167,926296,487475,6.93,5,2,1,0,0,36,0.715196,0.584991,0.228421
5,0,4,4,3,1002,1674,27.9,30,18,1677348,886135,54.3,16,6,0,1,1,42,0.640073,0.605065,0.189477
4,0,1,4,1,225,17,0.28,1,0,3825,2577,39.99,12,1,0,0,6,0,0.048677,0.096737,0.011759
9,1,0,0,3,523,156,2.6,36,37,81588,51326,48.58,20,6,0,1,3,45,0.775431,0.944563,0.456739
7,0,2,5,4,356,44,0.73,1,2,15664,6465,25.35,3,0,1,0,6,0,0.131461,0.174687,0.094776
7,0,2,5,4,1237,1519,25.32,37,12,1879003,904034,23.2,9,2,0,0,5,35,0.718088,0.589951,0.559909
7,0,2,1,4,504,50,0.83,1,4,25200,9826,10.02,12,2,0,0,6,0,0.166076,0.021543,0.041713
6,0,4,1,1,283,42,0.7,1,0,11886,7633,49.23,7,6,0,1,6,0,0.105039,0.043926,0.098282
7,0,2,1,4,251,35,0.58,1,5,8785,6048,35.68,20,4,0,0,6,0,0.02699,0.053047,0.024989
7,0,4,0,1,390,20,0.33,1,3,7800,3388,26.48,3,3,1,0,6,0,0.151058,0.147491,0.089314
5,0,1,1,1,245,46,0.77,1,3,11270,7555,34.1,2,0,1,0,6,0,0.004004,0.049395,0.033948
4,0,1,4,1,1285,1554,25.9,11,127,1996890,1352886,30.43,20,0,0,0,7,28,0.96873,0.602022,0.168625
5,0,4,4,3,1306,219,3.65,16,142,286014,111647,16.35,0,6,1,1,2,40,0.618704,0.627348,0.184499
4,0,1,4,1,314,40,0.67,1,1,12560,6580,39.22,16,5,0,1,6,0,0.181193,0.121552,0.058361
5,0,4,4,3,130,23,0.38,1,3,2990,945,17.54,11,0,0,0,6,0,0.147848,0.198952,0.052564
7,0,2,1,4,1899,1786,29.77,43,120,3391614,2055091,11.45,7,4,0,0,2,40,0.97009,0.78991,0.550394
9,1,0,0,3,1260,1599,26.65,31,12,2014740,1171865,56.8,4,5,1,1,4,32,0.739862,0.672235,0.323441
4,0,4,2,2,826,522,8.7,7,144,431172,181993,38.63,0,0,1,0,0,20,0.992599,0.838835,0.557793
6,0,4,1,1,1773,1520,25.33,2,16,2694960,1336327,58.96,4,1,1,0,7,28,0.761651,0.835969,0.447455
5,0,4,5,1,1408,1532,25.53,30,77,2157056,1435360,31.95,17,2,0,0,0,30,0.881313,0.647568,0.589773
10,1,0,3,3,343,17,0.28,1,1,5831,3544,51.65,9,3,0,0,6,0,0.102347,0.13483,0.068752
4,0,1,4,1,1989,191,3.18,14,138,379899,121061,7.52,15,0,0,0,1,42,0.89754,0.720704,0.529686
10,1,0,3,3,806,1408,23.47,28,68,1134848,757667,36.12,2,1,1,0,7,28,0.863101,0.700712,0.42461
10,1,0,3,3,487,35,0.58,1,3,17045,11289,48.97,20,2,0,0,6,0,0.108148,0.105863,0.053717
7,0,2,1,4,711,154,2.57,31,70,109494,66985,1.12,16,2,0,0,3,45,0.899528,0.573649,0.204307
10,1,3,3,3,378,20,0.33,1,3,7560,5119,20.51,14,1,0,0,6,0,0.048979,0.116542,0.020348
4,0,1,4,1,1757,263,4.38,38,42,462091,303236,23.19,3,1,1,0,3,45,0.623008,0.542845,0.230258
5,0,3,2,0,237,15,0.25,1,0,3555,1677,22.99,6,2,0,0,6,0,0.07111,0.027657,0.037066
9,1,0,0,3,1338,732,12.2,25,18,979416,363433,44.34,23,3,1,0,3,45,0.913578,0.636423,0.254533
10,1,0,3,3,674,1413,23.55,41,110,952362,512889,42.55,12,2,0,0,3,45,0.683276,0.741606,0.230805
8,0,2,0,4,1914,822,13.7,45,58,1573308,722834,40.94,5,1,1,0,0,30,0.631555,0.763427,0.593711
10,1,0,3,3,999,793,13.22,26,186,792207,353074,42.02,6,2,0,0,0,30,0.653443,0.912864,0.466519
5,0,4,4,3,559,1714,28.57,9,102,958126,660484,6.66,16,0,0,0,5,35,0.994968,0.567981,0.572538
5,0,3,4,0,341,15,0.25,1,5,5115,1630,45.99,11,0,0,0,6,0,0.115893,0.18244,0.097412
10,1,0,3,3,452,42,0.7,1,0,18984,11129,43.8,3,5,1,1,6,0,0.035921,0.172739,0.020627
6,0,2,2,4,213,35,0.58,1,2,7455,2972,56.6,9,3,0,0,6,0,0.017273,0.191585,0.05587
7,0,2,5,4,493,39,0.65,1,2,19227,10045,46.34,6,3,0,0,6,0,0.160231,0.193531,0.047942
6,0,4,1,1,1388,155,2.58,15,28,215140,76320,45.4,10,6,0,1,8,25,0.671793,0.804923,0.557097
9,1,0,3,3,332,49,0.82,1,2,16268,6280,46.08,14,1,0,0,6,0,0.137964,0.087396,0.019427
7,0,4,0,1,732,1543,25.72,18,107,1129476,608669,16.24,3,1,1,0,4,38,0.751515,0.896423,0.347503
10,1,0,3,3,221,14,0.23,1,3,3094,1714,14.86,4,1,1,0,6,0,0.135235,0.121761,0.017585
5,0,3,2,0,1909,1413,23.55,35,60,2697417,943824,35.76,4,5,1,1,2,40,0.617663,0.878149,0.498423
5,0,3,2,0,1348,495,8.25,19,92,667260,209432,41.82,19,4,0,0,3,45,0.942472,0.857342,0.386549
6,0,4,1,1,483,23,0.38,1,2,11109,5119,52.3,16,0,0,0,6,0,0.09692,0.07981,0.037457
5,0,1,1,1,1158,119,1.98,41,68,137802,49431,12.02,16,1,0,0,3,45,0.834067,0.635607,0.201943
5,0,4,4,3,441,19,0.32,1,1,8379,4745,16.29,17,2,0,0,6,0,0.152014,0.192249,0.095735
8,0,4,3,3,1967,144,2.4,24,185,283248,157001,48.93,7,1,0,0,2,40,0.955995,0.601681,0.51271
9,1,3,0,3,302,33,0.55,1,4,9966,3637,45.85,9,1,0,0,6,0,0.070305,0.033156,0.031324
5,0,3,2,0,441,47,0.78,1,1,20727,11952,40.73,15,4,0,0,6,0,0.139147,0.195342,0.017734
5,0,4,5,1,410,36,0.6,1,5,14760,8657,4.79,15,1,0,0,6,0,0.057648,0.006692,0.053525
7,0,4,0,1,361,9,0.15,1,4,3249,1755,42.87,10,1,0,0,6,0,0.00639,0.099052,0.041357
5,0,1,1,1,298,7,0.12,1,5,2086,1135,19.03,2,4,1,0,6,0,0.009383,0.156975,0.02263
6,0,4,1,1,281,46,0.77,1,1,12926,6416,17.41,5,0,1,0,6,0,0.092447,0.192902,0.005829
8,0,4,3,3,619,481,8.02,32,94,297739,207036,37.77,23,3,1,0,5,32,0.885397,0.553659,0.154099
8,0,4,3,3,415,19,0.32,1,1,7885,5076,5.06,12,0,0,0,6,0,0.012074,0.159535,0.080639
5,0,3,2,0,1237,674,11.23,31,76,833738,513894,59.01,3,0,1,0,1,45,0.723509,0.56994,0.35405
7,0,2,5,4,1200,1708,28.47,15,25,2049600,762058,14.12,6,1,0,0,8,25,0.643745,0.626553,0.464159
8,0,4,3,3,1697,1948,32.47,15,75,3305756,1512137,9.07,23,3,1,0,1,42,0.681674,0.555931,0.211983
10,1,0,3,3,574,139,2.32,28,131,79786,34619,52.92,8,4,0,0,2,40,0.727387,0.885802,0.449411
7,0,2,5,4,436,10,0.17,1,3,4360,1486,30.91,7,5,0,1,6,0,0.024361,0.166996,0.043593
5,0,4,5,1,486,13,0.22,1,2,6318,4412,28.04,2,5,1,1,6,0,0.064164,0.073517,0.009851
5,0,3,4,0,460,31,0.52,1,3,14260,5420,36.4,22,4,0,0,6,0,0.030499,0.128416,0.024159
4,0,4,2,2,1731,765,12.75,4,67,1324215,557281,4.66,14,3,0,0,4,38,0.825881,0.832953,0.560469
5,0,3,2,0,285,10,0.17,1,3,2850,1809,0.42,8,5,0,1,6,0,0.182084,0.169202,0.060254
6,0,4,1,1,467,41,0.68,1,0,19147,8321,14.59,10,5,0,1,6,0,0.179712,0.167728,0.064168
9,1,3,0,3,1328,1112,18.53,41,125,1476736,799978,19.85,22,3,0,0,1,42,0.944008,0.836028,0.193829
5,0,3,2,0,131,5,0.08,1,5,655,337,43.14,19,5,0,1,6,0,0.109991,0.114924,0.001736
4,0,4,2,2,1885,1397,23.28,40,159,2633345,925111,17.29,9,2,0,0,4,38,0.731613,0.533665,0.178517
7,0,2,1,4,230,12,0.2,1,1,2760,1685,29.6,18,6,0,1,6,0,0.11969,0.149596,0.088264
8,0,2,0,4,267,31,0.52,1,5,8277,5415,29.55,9,3,0,0,6,0,0.059126,0.083393,0.003042
4,0,4,2,2,234,6,0.1,1,0,1404,489,24.85,4,0,1,0,6,0,0.11523,0.039868,0.027604
5,0,3,4,0,485,42,0.7,1,5,20370,11455,32.05,22,1,0,0,6,0,0.068702,0.161183,0.067044
4,0,4,2,2,1100,1952,32.53,6,179,2147200,1458743,21.06,12,0,0,0,4,38,0.65404,0.934714,0.573284
5,0,3,2,0,255,19,0.32,1,2,4845,2489,31.83,1,4,1,0,6,0,0.169148,0.029475,0.065538
10,1,3,3,3,849,1096,18.27,15,96,930504,405202,36.1,19,5,0,1,0,22,0.912134,0.741219,0.584963
